ID,Date_of_Birth,Email,AI_Score,Demographic_Group,Status
APP-02687,1985-05-27,applicant.num_2687@email.com,76,Group_A,Active
APP-02688,1995-06-11,applicant.num_2688@email.com,84,Group_B,Inactive
APP-02689,03-23-1988,applicant_2689@email.com,62,Group_A,Inactive
APP-02690,1995-09-05,applicant_2690@email.com,70,Group_C,Active
APP-02691,1996-05-28,applicant_2691@email.com,83,Group_C,Active
APP-02692,1990-02-12,applicant_2692@email.com,60,Group_A,Active
APP-02693,03-19-1983,applicant.num_2693@email.com,84,Group_A,Active
APP-02694,1999-08-28,applicant_2694@email.com,63,Group_A,Active
APP-02695,1987-05-22,applicant_2695@email.com,67,Group_A,Active
APP-02696,1995-01-01,applicant_2696@email.com,80,Group_A,Active
APP-02697,1998-01-03,applicant_2697@email.com,70,Group_A,Inactive
APP-02698,1997-06-08,applicant_2698@email.com,79,Group_B,Inactive
APP-02699,1990-01-16,applicant_2699@email.com,76,Group_C,Inactive
APP-02700,1987-02-12,applicant.num_2700@email.com,,Group_A,Active
APP-02701,1988-10-13,applicant_2701@email.com,62,Group_C,Inactive
APP-02702,1998-05-25,applicant_2702@email.com,71,Group_A,Active
APP-02703,1986-08-11,applicant_2703@email.com,67,Group_A,Active
APP-02704,10-28-1997,applicant.num_2704@email.com,73,Group_B,Active
APP-02705,06-14-1985,applicant_2705@email.com,76,Group_B,Active
APP-02706,1992-12-04,applicant_2706@email.com,60,Group_B,Active
APP-02707,1988-03-13,applicant_2707@email.com,67,Group_A,Active
APP-02708,1991-07-30,applicant_2708@email.com,62,Group_A,Active
APP-02709,1990-03-25,applicant_2709@email.com,73,Group_B,Inactive
APP-02710,1989-11-24,applicant_2710@email.com,66,Group_C,Active
APP-02711,1981-04-25,applicant_2711@email.com,79,Group_A,Inactive
APP-02712,1996-12-30,applicant_2712@email.com,70,Group_B,Active
APP-02713,1999-04-10,applicant_2713@email.com,61,Group_C,Active
APP-02714,1981-09-17,applicant.num_2714@email.com,81,Group_A,Active
APP-02715,1984-04-24,applicant_2715@email.com,66,Group_A,Active
APP-02716,2000-12-27,applicant_2716@email.com,73,Group_A,Active
APP-02717,1981-04-23,applicant_2717@email.com,68,Group_A,Active
APP-02718,1994-03-19,applicant_2718@email.com,65,Group_B,Active
APP-02719,1992-02-04,applicant_2719@email.com,83,Group_C,Active
APP-02720,02-21-1992,applicant_2720@email.com,60,Group_C,Active
APP-02721,1996-10-06,applicant_2721@email.com,58,Group_C,Active
APP-02722,1986-04-26,applicant_2722@email.com,60,Group_B,Active
APP-02723,1988-03-12,applicant_2723@email.com,59,Group_B,Active
APP-02724,1987-12-18,applicant_2724@email.com,91,Group_A,Active
APP-02725,2000-06-22,applicant_2725@email.com,84,Group_A,Active
APP-02726,1992-05-21,applicant_2726@email.com,54,Group_A,Inactive
APP-02727,1990-09-01,applicant.num_2727@email.com,83,Group_A,Active
APP-02728,1988-10-16,applicant_2728@email.com,61,Group_A,Active
APP-02729,1983-07-11,applicant_2729email.com,null,Group_C,Active
APP-02730,1986-01-25,applicant_2730@email.com,66,Group_C,Inactive
APP-02731,1999-05-10,applicant_2731@email.com,73,Group_C,Active
APP-02732,1985-06-20,applicant_2732@email.com,61,Group_B,Active
APP-02733,1984-04-16,applicant.num_2733@email.com,63,Group_A,Active
APP-02734,07-31-1988,applicant_2734@email.com,69,Group_C,Inactive
APP-02735,1983-09-20,applicant.num_2735@email.com,78,Group_A,Active
APP-02736,1991-06-19,applicant_2736@email.com,79,Group_B,Inactive
APP-02737,1982-10-23,applicant_2737@email.com,91,Group_A,Active
APP-02738,1982-03-20,applicant_2738email.com,71,Group_A,Active
APP-02739,1986-12-24,applicant_2739@email.com,58,Group_B,Inactive
APP-02740,1984-01-08,applicant_2740@email.com,null,Group_B,Active
APP-02741,1989-06-16,applicant.num_2741@email.com,62,Group_C,Inactive
APP-02742,1998-08-09,applicant_2742@email.com,65,Group_C,Active
APP-02743,04-14-1994,applicant.num_2743@email.com,72,Group_A,Active
APP-02744,02-17-1983,applicant_2744@email.com,77,Group_C,Inactive
APP-02745,1997-02-26,applicant_2745@email.com,null,Group_C,Active
APP-02746,1992-07-17,applicant_2746@email.com,72,Group_C,Active
APP-02747,1984-07-19,applicant_2747@email.com,null,Group_B,Active
APP-02748,1982-07-02,applicant_2748@email.com,61,Group_B,Active
APP-02749,10-05-1988,applicant_2749@email.com,70,Group_B,Active
APP-02750,1984-08-25,applicant_2750@email.com,52,Group_A,Active
APP-02751,08-02-1993,applicant_2751@email.com,82,Group_C,Active
APP-02752,1985-05-05,applicant.num_2752@email.com,83,Group_C,Active
APP-02753,1990-07-20,applicant_2753@email.com,73,Group_B,Active
APP-02754,1991-04-20,applicant_2754@email.com,80,Group_C,Active
APP-02755,1992-11-24,applicant_2755@email.com,84,Group_C,Active
APP-02756,1987-02-10,applicant_2756@email.com,74,Group_C,Active
APP-02757,1997-11-22,applicant_2757@email.com,60,Group_B,Active
APP-02758,2000-02-12,applicant.num_2758@email.com,73,Group_C,Inactive
APP-02759,1997-01-16,applicant_2759@email.com,72,Group_B,Inactive
APP-02760,1993-11-09,applicant_2760email.com,82,Group_A,Inactive
APP-02761,1983-01-22,applicant_2761@email.com,84,Group_A,Inactive
APP-02762,06-25-1982,applicant_2762@email.com,60,Group_A,Active
APP-02763,1986-02-06,applicant_2763@email.com,66,Group_A,Active
APP-02764,1980-10-16,applicant_2764@email.com,61,Group_A,Active
APP-02765,1982-11-09,applicant_2765@email.com,84,Group_A,Inactive
APP-02766,1983-04-02,applicant_2766@email.com,66,Group_B,Inactive
APP-02767,1986-06-20,applicant_2767@email.com,65,Group_C,Inactive
APP-02768,1996-05-02,applicant_2768@email.com,80,Group_B,Active
APP-02769,1994-06-30,applicant_2769@email.com,64,Group_B,Inactive
APP-02770,1980-05-05,applicant_2770@email.com,60,Group_C,Active
APP-02771,11-26-1986,applicant_2771@email.com,69,Group_A,Active
APP-02772,1994-03-27,applicant_2772@email.com,59,Group_B,Inactive
APP-02773,11-13-1992,applicant_2773@email.com,78,Group_A,Inactive
APP-02774,1998-12-13,applicant_2774@email.com,51,Group_C,Active
APP-02775,1989-08-29,applicant_2775@email.com,,Group_A,Inactive
APP-02776,1983-06-03,applicant_2776@email.com,70,Group_C,Inactive
APP-02777,1993-06-05,applicant_2777@email.com,75,Group_C,Inactive
APP-02778,1989-07-24,applicant_2778@email.com,82,Group_A,Inactive
APP-02779,11-08-1989,applicant_2779@email.com,64,Group_A,Active
APP-02780,1980-05-29,applicant_2780email.com,67,Group_B,Active
APP-02781,1991-03-01,applicant_2781@email.com,84,Group_B,Inactive
APP-02782,1988-01-12,applicant_2782@email.com,81,Group_A,Active
APP-02783,03-07-1993,applicant_2783@email.com,82,Group_A,Active
APP-02784,1990-06-19,applicant_2784@email.com,75,Group_A,Inactive
APP-02785,1993-04-24,applicant_2785@email.com,78,Group_B,Active
APP-02786,1998-05-11,applicant_2786@email.com,67,Group_A,Active
APP-02787,1987-09-24,applicant_2787@email.com,84,Group_C,Active
APP-02788,03-08-1997,applicant_2788@email.com,51,Group_C,Active
APP-02789,01-07-1984,applicant_2789@email.com,50,Group_C,Inactive
APP-02790,1996-09-19,applicant_2790@email.com,null,Group_A,Active
APP-02791,1988-02-22,applicant_2791@email.com,77,Group_B,Active
APP-02792,07-02-1982,applicant_2792@email.com,67,Group_C,Active
APP-02793,1995-07-10,applicant_2793@email.com,81,Group_C,Active
APP-02794,07-14-1984,applicant_2794@email.com,,Group_B,Active
APP-02795,1997-09-20,applicant_2795@email.com,53,Group_C,Active
APP-02796,07-20-1987,applicant_2796@email.com,80,Group_B,Inactive
APP-02797,1994-11-20,applicant_2797@email.com,81,Group_B,Active
APP-02798,1985-07-16,applicant_2798@email.com,77,Group_C,Active
APP-02799,1988-01-30,applicant_2799@email.com,80,Group_A,Active
APP-02800,1981-06-25,applicant_2800email.com,80,Group_A,Inactive
APP-02801,1988-12-28,applicant_2801@email.com,63,Group_C,Active
APP-02802,01-05-1995,applicant_2802@email.com,72,Group_C,Active
APP-02803,1982-08-27,applicant_2803email.com,54,Group_B,Active
APP-02804,02-25-1986,applicant_2804@email.com,50,Group_C,Active
APP-02805,1984-05-22,applicant_2805@email.com,70,Group_C,Active
APP-02806,1985-07-27,applicant_2806@email.com,58,Group_C,Active
APP-02807,1984-04-28,applicant_2807@email.com,71,Group_A,Active
APP-02808,1986-09-10,applicant_2808@email.com,72,Group_B,Active
APP-02809,1986-09-17,applicant.num_2809@email.com,56,Group_C,Active
APP-02810,1991-03-22,applicant_2810@email.com,56,Group_C,Inactive
APP-02811,08-12-1993,applicant_2811@email.com,52,Group_B,Active
APP-02812,1986-10-01,applicant_2812@email.com,65,Group_C,Inactive
APP-02813,1998-03-15,applicant_2813@email.com,57,Group_C,Active
APP-02814,1984-11-26,applicant_2814@email.com,89,Group_A,Active
APP-02815,1993-02-05,applicant_2815@email.com,53,Group_B,Active
APP-02816,1980-05-31,applicant_2816@email.com,68,Group_A,Inactive
APP-02817,1986-05-11,applicant_2817@email.com,78,Group_B,Active
APP-02818,1983-01-13,applicant_2818@email.com,78,Group_C,Inactive
APP-02819,1986-07-11,applicant_2819@email.com,76,Group_C,Active
APP-02820,1994-07-14,applicant_2820@email.com,81,Group_B,Inactive
APP-02821,1980-04-22,applicant_2821@email.com,76,Group_A,Active
APP-02822,2000-01-15,applicant_2822@email.com,81,Group_C,Inactive
APP-02823,1990-04-18,applicant_2823@email.com,84,Group_C,Inactive
APP-02824,08-05-1995,applicant_2824@email.com,75,Group_A,Active
APP-02825,1991-06-30,applicant_2825@email.com,83,Group_A,Active
APP-02826,1990-11-10,applicant_2826@email.com,79,Group_B,Active
APP-02827,1989-09-09,applicant_2827@email.com,61,Group_A,Active
APP-02828,1989-02-06,applicant_2828@email.com,69,Group_A,Active
APP-02829,1991-08-03,applicant_2829@email.com,83,Group_C,Active
APP-02830,1986-09-03,applicant_2830@email.com,null,Group_A,Active
APP-02831,1988-08-13,applicant.num_2831@email.com,59,Group_A,Active
APP-02832,1988-10-23,applicant_2832@email.com,63,Group_A,Active
APP-02833,1990-10-01,applicant_2833@email.com,76,Group_A,Inactive
APP-02834,1999-12-25,applicant_2834@email.com,63,Group_A,Active
APP-02835,1987-01-19,applicant_2835@email.com,67,Group_A,Active
APP-02836,1985-01-01,applicant_2836@email.com,,Group_C,Inactive
APP-02837,1996-08-12,applicant_2837@email.com,65,Group_C,Inactive
APP-02838,1989-01-01,applicant_2838@email.com,70,Group_B,Active
APP-02839,1981-01-23,applicant_2839@email.com,63,Group_A,Active
APP-02840,1986-02-18,applicant_2840@email.com,79,Group_A,Active
APP-02841,1982-06-22,applicant_2841@email.com,59,Group_A,Active
APP-02842,04-14-1981,applicant_2842@email.com,84,Group_A,Active
APP-02843,1985-03-24,applicant_2843@email.com,71,Group_A,Active
APP-02844,05-30-2000,applicant_2844@email.com,59,Group_B,Inactive
APP-02845,2000-12-17,applicant_2845@email.com,57,Group_B,Active
APP-02846,1990-04-12,applicant_2846@email.com,75,Group_B,Active
APP-02847,1990-12-06,applicant_2847@email.com,,Group_C,Active
APP-02848,1984-10-30,applicant_2848@email.com,58,Group_B,Inactive
APP-02849,1998-01-23,applicant_2849@email.com,81,Group_A,Active
APP-02850,1994-09-24,applicant_2850@email.com,63,Group_C,Active
APP-02851,1989-02-28,applicant.num_2851@email.com,52,Group_C,Active
APP-02852,1987-07-13,applicant_2852@email.com,53,Group_A,Active
APP-02853,1990-05-26,applicant_2853@email.com,64,Group_A,Inactive
APP-02854,1988-11-13,applicant_2854@email.com,69,Group_B,Active
APP-02855,2000-03-06,applicant.num_2855@email.com,73,Group_B,Active
APP-02856,1989-03-28,applicant_2856@email.com,81,Group_B,Active
APP-02857,1984-04-05,applicant_2857@email.com,null,Group_A,Inactive
APP-02858,1982-06-02,applicant_2858@email.com,null,Group_A,Inactive
APP-02859,1995-07-28,applicant_2859@email.com,66,Group_C,Active
APP-02860,1981-06-24,applicant_2860@email.com,62,Group_A,Inactive
APP-02861,1992-10-17,applicant.num_2861@email.com,79,Group_C,Active
APP-02862,2000-01-28,applicant_2862@email.com,65,Group_B,Active
APP-02863,1994-03-03,applicant_2863@email.com,72,Group_C,Active
APP-02864,1985-08-09,applicant_2864@email.com,83,Group_A,Active
APP-02865,11-11-1995,applicant_2865@email.com,81,Group_B,Active
APP-02866,1994-02-01,applicant.num_2866@email.com,72,Group_C,Inactive
APP-02867,1998-12-21,applicant_2867@email.com,69,Group_A,Inactive
APP-02868,1987-08-16,applicant_2868@email.com,69,Group_A,Inactive
APP-02869,1991-09-11,applicant_2869@email.com,69,Group_B,Inactive
APP-02870,1990-12-26,applicant_2870@email.com,70,Group_C,Active
APP-02871,1981-05-16,applicant_2871@email.com,65,Group_A,Inactive
APP-02872,11-15-1981,applicant_2872@email.com,86,Group_A,Active
APP-02873,1987-04-19,applicant_2873@email.com,61,Group_A,Active
APP-02874,11-12-1988,applicant_2874@email.com,63,Group_C,Active
APP-02875,1986-08-25,applicant_2875@email.com,58,Group_A,Active
APP-02876,1988-08-31,applicant_2876@email.com,74,Group_B,Inactive
APP-02877,1999-08-12,applicant_2877@email.com,75,Group_B,Active
APP-02878,11-02-1987,applicant_2878@email.com,70,Group_B,Active
APP-02879,1986-10-16,applicant_2879email.com,61,Group_B,Active
APP-02880,1989-08-02,applicant_2880@email.com,61,Group_A,Inactive
APP-02881,07-15-1982,applicant_2881@email.com,null,Group_B,Inactive
APP-02882,1981-05-04,applicant_2882@email.com,null,Group_A,Active
APP-02883,1989-10-13,applicant_2883@email.com,79,Group_A,Active
APP-02884,1980-03-10,applicant_2884@email.com,57,Group_B,Inactive
APP-02885,1994-09-25,applicant_2885email.com,75,Group_C,Active
APP-02886,1987-07-31,applicant_2886@email.com,77,Group_A,Active
APP-02887,02-27-1986,applicant_2887@email.com,52,Group_B,Active
APP-02888,1996-09-26,applicant_2888@email.com,74,Group_B,Inactive
APP-02889,1998-10-20,applicant_2889@email.com,62,Group_A,Active
APP-02890,01-23-1992,applicant_2890@email.com,77,Group_C,Active
APP-02891,1987-02-21,applicant_2891@email.com,77,Group_A,Active
APP-02892,1999-07-31,applicant_2892@email.com,52,Group_B,Inactive
APP-02893,2000-08-18,applicant.num_2893@email.com,73,Group_A,Active
APP-02894,1998-07-16,applicant_2894@email.com,78,Group_B,Inactive
APP-02895,1987-02-04,applicant_2895@email.com,58,Group_A,Active
APP-02896,1993-08-10,applicant_2896@email.com,68,Group_C,Active
APP-02897,1985-10-22,applicant_2897@email.com,81,Group_C,Active
APP-02898,1998-05-31,applicant_2898@email.com,59,Group_A,Active
APP-02899,1997-02-20,applicant_2899@email.com,61,Group_A,Inactive
APP-02900,1997-11-25,applicant_2900@email.com,66,Group_A,Active
APP-02901,1996-06-29,applicant_2901@email.com,82,Group_B,Active
APP-02902,03-09-1983,applicant.num_2902@email.com,76,Group_C,Active
APP-02903,09-13-1982,applicant.num_2903@email.com,60,Group_A,Inactive
APP-02904,1990-06-28,applicant_2904@email.com,60,Group_A,Active
APP-02905,1995-12-31,applicant_2905@email.com,83,Group_B,Active
APP-02906,06-14-1981,applicant.num_2906@email.com,70,Group_C,Active
APP-02907,2000-06-12,applicant_2907@email.com,63,Group_A,Active
APP-02908,1995-10-04,applicant_2908@email.com,80,Group_A,Active
APP-02909,2000-09-05,applicant_2909@email.com,68,Group_A,Active
APP-02910,1981-02-21,applicant_2910@email.com,53,Group_B,Active
APP-02911,1990-11-08,applicant.num_2911@email.com,82,Group_A,Active
APP-02912,2000-12-02,applicant_2912@email.com,57,Group_A,Active
APP-02913,02-13-1998,applicant_2913@email.com,null,Group_A,Active
APP-02914,1996-07-13,applicant_2914@email.com,83,Group_A,Active
APP-02915,1981-04-28,applicant_2915@email.com,81,Group_A,Active
APP-02916,1999-11-05,applicant.num_2916@email.com,78,Group_B,Active
APP-02917,1985-03-16,applicant_2917@email.com,55,Group_C,Active
APP-02918,1998-12-23,applicant_2918@email.com,61,Group_A,Active
APP-02919,03-31-1991,applicant.num_2919@email.com,null,Group_A,Active
APP-02920,1996-08-18,applicant_2920@email.com,61,Group_C,Active
APP-02921,1992-09-19,applicant_2921@email.com,58,Group_C,Active
APP-02922,07-20-1994,applicant_2922@email.com,57,Group_B,Active
APP-02923,1997-11-15,applicant_2923@email.com,67,Group_B,Inactive
APP-02924,1989-12-26,applicant_2924@email.com,55,Group_A,Inactive
APP-02925,1988-03-25,applicant_2925@email.com,72,Group_A,Active
APP-02926,1994-07-10,applicant_2926@email.com,64,Group_A,Inactive
APP-02927,04-01-1992,applicant_2927@email.com,51,Group_B,Active
APP-02928,1984-02-03,applicant_2928@email.com,72,Group_B,Active
APP-02929,1999-12-05,applicant_2929@email.com,80,Group_C,Active
APP-02930,1981-04-18,applicant_2930@email.com,75,Group_B,Active
APP-02931,1985-04-14,applicant_2931@email.com,73,Group_C,Inactive
APP-02932,1980-04-12,applicant_2932@email.com,83,Group_C,Active
APP-02933,1997-03-16,applicant_2933@email.com,64,Group_C,Active
APP-02934,1999-07-15,applicant.num_2934@email.com,61,Group_B,Active
APP-02935,1986-10-23,applicant_2935@email.com,67,Group_C,Active
APP-02936,1980-06-08,applicant_2936@email.com,84,Group_A,Active
APP-02937,1995-11-02,applicant_2937email.com,61,Group_A,Active
APP-02938,1984-08-14,applicant_2938@email.com,78,Group_B,Inactive
APP-02939,11-09-1985,applicant_2939@email.com,null,Group_C,Active
APP-02940,1994-10-13,applicant_2940@email.com,82,Group_C,Active
APP-02941,1986-12-28,applicant_2941@email.com,null,Group_B,Inactive
APP-02942,1981-12-13,applicant_2942@email.com,75,Group_B,Active
APP-02943,1997-01-31,applicant_2943@email.com,61,Group_B,Active
APP-02944,1989-08-04,applicant_2944@email.com,68,Group_C,Active
APP-02945,06-05-1989,applicant_2945@email.com,80,Group_A,Inactive
APP-02946,1980-10-28,applicant_2946@email.com,71,Group_A,Active
APP-02947,1988-07-28,applicant_2947email.com,50,Group_B,Active
APP-02948,1986-03-28,applicant.num_2948@email.com,69,Group_C,Inactive
APP-02949,1987-10-10,applicant_2949@email.com,79,Group_A,Active
APP-02950,1987-09-23,applicant_2950@email.com,66,Group_A,Active
APP-02951,1982-01-16,applicant.num_2951@email.com,67,Group_A,Active
APP-02952,1997-08-11,applicant_2952@email.com,55,Group_C,Inactive
APP-02953,1988-02-07,applicant_2953@email.com,62,Group_C,Active
APP-02954,1991-05-20,applicant_2954@email.com,73,Group_A,Active
APP-02955,1993-12-07,applicant_2955@email.com,63,Group_B,Active
APP-02956,1991-07-25,applicant_2956@email.com,84,Group_C,Active
APP-02957,1983-02-09,applicant_2957@email.com,76,Group_C,Active
APP-02958,1997-04-05,applicant_2958@email.com,68,Group_C,Active
APP-02959,1987-11-18,applicant_2959@email.com,66,Group_A,Active
APP-02960,1989-09-19,applicant_2960@email.com,null,Group_C,Active
APP-02961,1995-12-01,applicant_2961@email.com,66,Group_B,Active
APP-02962,1982-06-16,applicant_2962email.com,84,Group_A,Active
APP-02963,06-28-1985,applicant_2963@email.com,63,Group_C,Active
APP-02964,1981-02-17,applicant.num_2964@email.com,67,Group_C,Active
APP-02965,04-25-1985,applicant_2965email.com,61,Group_A,Active
APP-02966,1986-09-17,applicant_2966@email.com,74,Group_B,Active
APP-02967,07-11-1989,applicant_2967@email.com,72,Group_A,Active
APP-02968,1992-11-03,applicant.num_2968@email.com,58,Group_A,Active
APP-02969,02-16-1983,applicant_2969@email.com,62,Group_B,Active
APP-02970,1996-02-03,applicant_2970@email.com,50,Group_C,Inactive
APP-02971,1984-12-31,applicant.num_2971@email.com,80,Group_C,Active
APP-02972,01-06-1990,applicant.num_2972@email.com,62,Group_A,Inactive
APP-02973,1991-12-05,applicant_2973@email.com,52,Group_B,Active
APP-02974,1990-06-05,applicant_2974@email.com,76,Group_C,Inactive
APP-02975,1989-06-05,applicant_2975@email.com,51,Group_C,Active
APP-02976,1993-01-07,applicant_2976email.com,70,Group_A,Active
APP-02977,1985-10-21,applicant_2977@email.com,57,Group_C,Inactive
APP-02978,1995-02-04,applicant_2978@email.com,73,Group_A,Inactive
APP-02979,1994-05-05,applicant_2979@email.com,55,Group_C,Active
APP-02980,1997-05-25,applicant.num_2980@email.com,70,Group_A,Active
APP-02981,1980-05-15,applicant_2981@email.com,77,Group_A,Inactive
APP-02982,1981-12-23,applicant_2982@email.com,57,Group_C,Active
APP-02983,07-14-1981,applicant_2983@email.com,75,Group_C,Active
APP-02984,1985-10-07,applicant_2984@email.com,61,Group_A,Active
APP-02985,1981-01-02,applicant_2985@email.com,84,Group_B,Inactive
APP-02986,1999-05-17,applicant_2986@email.com,60,Group_B,Active
APP-02987,1982-03-19,applicant_2987@email.com,78,Group_B,Inactive
APP-02988,03-31-1991,applicant_2988@email.com,74,Group_A,Active
APP-02989,2000-01-05,applicant_2989@email.com,61,Group_B,Active
APP-02990,10-26-1999,applicant_2990@email.com,,Group_A,Active
APP-02991,1997-12-27,applicant_2991@email.com,58,Group_C,Active
APP-02992,01-19-1984,applicant_2992@email.com,69,Group_B,Active
APP-02993,1992-01-28,applicant_2993@email.com,81,Group_C,Active
APP-02994,1999-03-16,applicant_2994@email.com,56,Group_C,Active
APP-02995,1994-06-25,applicant_2995@email.com,67,Group_C,Active
APP-02996,1996-12-21,applicant_2996email.com,77,Group_A,Inactive
APP-02997,1985-10-03,applicant_2997@email.com,83,Group_C,Active
APP-02998,1990-03-21,applicant_2998@email.com,72,Group_C,Inactive
APP-02999,08-23-1993,applicant_2999@email.com,72,Group_B,Inactive
APP-03000,2000-06-13,applicant_3000@email.com,56,Group_C,Active
APP-03001,1990-10-01,applicant.num_3001@email.com,null,Group_B,Inactive
APP-03002,1988-05-28,applicant_3002@email.com,80,Group_A,Active
APP-03003,07-01-1981,applicant_3003@email.com,81,Group_B,Active
APP-03004,1996-02-13,applicant_3004@email.com,65,Group_A,Inactive
APP-03005,1991-11-07,applicant_3005@email.com,85,Group_A,Active
APP-03006,1987-03-01,applicant_3006@email.com,56,Group_B,Active
APP-03007,1998-05-01,applicant_3007@email.com,84,Group_A,Active
APP-03008,1991-01-23,applicant_3008@email.com,null,Group_C,Active
APP-03009,1988-10-05,applicant_3009@email.com,62,Group_C,Active
APP-03010,1996-11-11,applicant_3010@email.com,75,Group_A,Active
APP-03011,1999-08-28,applicant_3011@email.com,66,Group_B,Active
APP-03012,1986-11-03,applicant_3012@email.com,59,Group_C,Active
APP-03013,02-21-1989,applicant_3013@email.com,74,Group_B,Inactive
APP-03014,1983-07-04,applicant_3014@email.com,52,Group_B,Active
APP-03015,12-07-1985,applicant_3015@email.com,61,Group_B,Active
APP-03016,1992-09-12,applicant_3016@email.com,79,Group_B,Active
APP-03017,1990-01-15,applicant_3017@email.com,79,Group_A,Inactive
APP-03018,1989-04-27,applicant_3018@email.com,66,Group_B,Active
APP-03019,1982-11-17,applicant_3019@email.com,70,Group_C,Active
APP-03020,1995-04-26,applicant.num_3020@email.com,80,Group_B,Active
APP-03021,1992-10-20,applicant_3021@email.com,64,Group_B,Inactive
APP-03022,1998-03-04,applicant_3022@email.com,84,Group_C,Inactive
APP-03023,01-25-1994,applicant_3023@email.com,70,Group_B,Inactive
APP-03024,1992-12-09,applicant.num_3024@email.com,64,Group_A,Active
APP-03025,1995-09-06,applicant_3025@email.com,82,Group_A,Active
APP-03026,1987-04-10,applicant_3026@email.com,82,Group_C,Active
APP-03027,1982-10-31,applicant_3027@email.com,null,Group_A,Active
APP-03028,1983-09-22,applicant_3028@email.com,71,Group_C,Inactive
APP-03029,1983-03-16,applicant_3029@email.com,91,Group_A,Active
APP-03030,1998-01-11,applicant_3030@email.com,67,Group_B,Inactive
APP-03031,1982-11-11,applicant_3031@email.com,81,Group_C,Active
APP-03032,1983-09-19,applicant_3032@email.com,67,Group_C,Inactive
APP-03033,09-28-2000,applicant_3033email.com,61,Group_C,Inactive
APP-03034,09-14-1984,applicant.num_3034@email.com,null,Group_C,Inactive
APP-03035,1996-10-14,applicant_3035@email.com,52,Group_C,Active
APP-03036,1984-12-03,applicant.num_3036@email.com,58,Group_C,Active
APP-03037,1996-12-21,applicant.num_3037@email.com,73,Group_C,Inactive
APP-03038,1989-02-26,applicant_3038@email.com,71,Group_C,Active
APP-03039,1983-06-28,applicant_3039@email.com,78,Group_B,Inactive
APP-03040,01-02-1988,applicant_3040@email.com,63,Group_C,Active
APP-03041,1999-10-21,applicant_3041@email.com,78,Group_C,Active
APP-03042,1994-08-05,applicant_3042@email.com,79,Group_A,Active
APP-03043,1985-11-07,applicant_3043@email.com,null,Group_B,Active
APP-03044,1986-08-04,applicant_3044@email.com,84,Group_B,Inactive
APP-03045,1998-02-24,applicant_3045@email.com,null,Group_C,Active
APP-03046,1991-06-13,applicant_3046@email.com,78,Group_A,Active
APP-03047,1989-01-15,applicant_3047@email.com,55,Group_A,Active
APP-03048,06-15-2000,applicant_3048@email.com,80,Group_A,Active
APP-03049,1988-09-12,applicant_3049@email.com,82,Group_A,Active
APP-03050,1988-02-26,applicant_3050email.com,79,Group_C,Active
APP-03051,03-23-1981,applicant_3051@email.com,64,Group_A,Active
APP-03052,08-05-1980,applicant_3052@email.com,76,Group_A,Active
APP-03053,1983-08-25,applicant.num_3053@email.com,61,Group_A,Active
APP-03054,1982-04-06,applicant.num_3054@email.com,70,Group_B,Active
APP-03055,1984-09-25,applicant_3055@email.com,79,Group_B,Active
APP-03056,1983-05-10,applicant_3056email.com,52,Group_A,Active
APP-03057,1991-01-29,applicant_3057@email.com,86,Group_A,Inactive
APP-03058,1999-10-31,applicant_3058@email.com,74,Group_A,Active
APP-03059,11-29-1995,applicant_3059@email.com,86,Group_A,Active
APP-03060,08-15-1993,applicant_3060@email.com,68,Group_B,Active
APP-03061,1984-10-10,applicant.num_3061@email.com,64,Group_B,Active
APP-03062,1984-04-03,applicant_3062@email.com,50,Group_B,Inactive
APP-03063,1997-09-11,applicant.num_3063@email.com,79,Group_A,Active
APP-03064,1987-04-12,applicant_3064@email.com,82,Group_A,Active
APP-03065,1988-12-12,applicant_3065email.com,51,Group_C,Active
APP-03066,1994-05-14,applicant_3066@email.com,58,Group_B,Active
APP-03067,1988-04-08,applicant_3067@email.com,59,Group_B,Inactive
APP-03068,11-19-1991,applicant_3068@email.com,79,Group_B,Inactive
APP-03069,1993-05-04,applicant_3069email.com,56,Group_C,Inactive
APP-03070,1990-12-01,applicant_3070@email.com,58,Group_C,Active
APP-03071,1999-04-24,applicant_3071@email.com,64,Group_A,Active
APP-03072,01-02-1996,applicant_3072@email.com,83,Group_C,Active
APP-03073,1992-03-09,applicant_3073@email.com,66,Group_A,Active
APP-03074,1988-05-19,applicant_3074@email.com,69,Group_A,Active
APP-03075,1997-01-04,applicant_3075@email.com,78,Group_B,Active
APP-03076,1991-07-19,applicant_3076@email.com,57,Group_A,Inactive
APP-03077,03-28-1993,applicant_3077@email.com,null,Group_B,Active
APP-03078,1992-01-31,applicant_3078@email.com,75,Group_A,Active
APP-03079,1991-03-23,applicant.num_3079@email.com,52,Group_A,Active
APP-03080,2000-01-17,applicant.num_3080@email.com,66,Group_C,Active
APP-03081,1982-04-06,applicant_3081@email.com,58,Group_C,Inactive
APP-03082,1987-07-19,applicant_3082@email.com,68,Group_A,Active
APP-03083,1993-10-04,applicant.num_3083@email.com,53,Group_A,Inactive
APP-03084,1992-05-10,applicant_3084@email.com,73,Group_A,Active
APP-03085,06-12-1980,applicant_3085@email.com,null,Group_B,Active
APP-03086,1989-09-19,applicant_3086@email.com,62,Group_B,Active
APP-03087,1997-09-14,applicant_3087@email.com,,Group_A,Active
APP-03088,1990-09-15,applicant_3088@email.com,55,Group_A,Active
